V0,V1,V2,V3,V4,V5,V6,V7,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V21,V22,V24,V25,V26,V27,V28,V31,V32,V33,V35,V36,V37,V38,V39,V40,V41,V42,V43,V45,V46,V47,V49,V55,V56,V57,V58,V60,V61,V63,V66,V69,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V84,V90,V92,V95,O2_bins
0.4303536097217906,0.009386900881877271,-1.381115177673232,-0.19751215025515476,-0.7779444229574627,0.8538296861380782,1.923795594410382,2.932286035072789,0.3679657024700489,3.78626001376352,1.079007838146261e-15,0.009380542686123658,0.0,6.1920603531254885,0.019076414774850052,0.0,-8.881784197001252e-16,0.308055492203652,-0.8757485086892215,-0.4807348004294283,-0.4573663654029133,2.116333852656987,0.519565092845114,0.0,-0.18653008375069993,-0.2557122869531422,0.42847379432419674,-0.09721447126886193,-0.43910827830299903,-0.8876380793520312,-0.1092803329555735,-0.6680379082284135,-0.2072974911180677,-0.034444428901695356,-0.07076148391475631,-0.11810931733782272,0.5070987256445365,-0.05045994198179018,-0.24012462297291043,0.3634530616983443,-0.1413309938035203,0.8169963784151045,-0.14443482321758874,2.061390375248133,-0.3301542746956917,-0.09049015752314525,0.5536199206593109,1.1499300596087305,0.2686211843304488,-0.18512554396599917,0.32634834691799625,0.3082710466621851,0.6687919254800095,-0.2340942280472043,-0.19025305891013564,-0.07064355980356933,-0.10197285186687238,0.7848018480135661,0.02761391781243325,-0.020891078719390093,1.0076661289066844,-0.13329497341942392,-0.1444731766738145,2.457912802519632,-0.2514634703674949,1.7621646316031554,-0.34126686177964655,Moderado
-0.43481114105736335,-0.4449453865935516,-1.9069881508884876,-0.19751215025515476,-0.4911461283283357,1.5427981700204134,1.9869642486734518,3.7443587434589993,0.3679657024700489,4.292929817940815,1.079007838146261e-15,-0.3904479288334929,0.0,5.712704981484642,-0.14934694545690108,0.0,-8.881784197001252e-16,0.8501892870847396,-0.38545937792104146,0.34783186420601186,-0.44054273193510524,1.9852533878208982,0.40098644401691835,0.0,0.8597906828554762,0.5910171400440173,0.4960782817003378,0.5036249692122992,-0.43910827830299903,-0.7633420570717327,-0.13150388873674848,0.018246801406573414,-0.3761960231538665,-0.29535480518110374,0.44325156586445663,-0.2728639907466866,0.6218919964035333,-0.05045994198179018,-0.8458528091542526,0.34495195567213305,0.028699842850657808,1.2768947252396703,-0.12467535956791373,2.061390375248133,-0.1532146026846387,-0.09049015752314525,0.4684300606679883,0.3087166364472426,-0.4328461284711714,-0.24441907857417078,0.1471246820004884,0.16534981059067047,0.6323662107132549,-0.32197242330401166,-0.19025305891013564,0.048021552786480085,-0.10197285186687238,0.5605668076390418,0.02761391781243325,0.2490076624364099,1.077720031887075,-0.2541702782866632,0.07991674817252503,3.365094458412072,-0.003476648133799888,2.16920600333899,-0.24632212846431115,Leve
-0.011952175711154926,-0.47714438198173936,-2.1522641054839684,-0.19160021293953136,-0.11803014002553981,1.3042066929080498,1.9330462458609317,3.6215313083570186,0.3679657024700489,4.267933039840264,1.8568716899127555,-0.36527442781183506,0.0,5.71035522971125,-0.14934694545690108,0.0,-8.881784197001252e-16,1.0757681308266789,-0.811717957322078,2.4064518210421344,0.5740631700978247,1.9101365565360204,0.3519638233126275,0.0,0.8621612982218846,-0.2557122869531422,0.8988348187332112,2.528926453980258,1.2142343356491112,-0.982208249051127,-0.1404394869935088,0.255659976841874,-0.0430442567015109,-0.0028687797214204274,0.3548462483913997,-0.35885000400715955,0.6856743396715638,0.8375514593540735,0.11376769051790989,0.3544880048652307,0.6297028132496375,1.3638336914178213,-0.12203663692503823,2.053057069097728,-0.3941676996347554,-0.09049015752314525,0.5140356935414845,0.5793781074179766,0.6956608590184528,-0.3015898179867755,-0.002862343947719715,-0.11332188461275952,0.6729217631051636,-0.29745300384848217,-0.19025305891013564,0.2853502453181128,-0.10197285186687238,0.6687431985554416,0.6126240462949795,0.1795148833991363,0.9088349847084706,-0.3440631359674383,0.1251137354256673,2.243470111119382,2.356735808246661,2.353465093885401,-0.17615485654691498,Moderado
-0.19664612954072527,-0.45988350560295016,-2.5874313998912135,-0.19160021293953136,1.511888730586125,1.0786439906809675,1.9146982760144446,3.437477637203496,0.3679657024700489,4.411170577309481,0.36836492663756687,0.2378536111484444,0.0,8.53797413184353,-0.14934694545690108,0.0,-8.881784197001252e-16,0.8659319550526411,-0.7553114924301161,-0.18153616357072871,-0.40916863260290987,1.6887109000276366,0.2724593420394813,0.0,0.8663057258053356,-0.2557122869531422,0.8282420418396977,3.5415771963642375,-0.43910827830299903,-0.7587450409466414,-0.1574620866668857,-0.7830600421755796,0.23753195978551872,0.0022542460596355887,0.4131124159308329,-0.370813346753778,0.6945484577375622,-0.05045994198179018,0.07458090848001532,0.3310105226914161,0.8939772082770923,1.6608713756176778,-0.09752669999010843,2.019822815072479,-0.3886891717567797,-0.09049015752314525,0.6142574126223089,0.527083403071371,1.04488303863374,-0.4211602298716908,-0.07378412547141884,-0.14650158676874767,0.7123399039547744,-0.27636121615608744,-0.19025305891013564,0.2677752632239357,-0.10197285186687238,0.7841529824141251,0.02761391781243325,-0.05996100959952483,0.8693045471171335,-0.14217549301754712,0.18753882197725524,2.3660702402289515,7.79156976391181,2.631808625023927,-0.2292169699059777,Alto
0.47982693473540466,-0.38691570466491293,0.7760127520267935,-0.22133725763711706,-0.9812207499068119,0.14404688513853667,-0.6617754644888552,-0.6332463896000772,0.21578722539023898,-0.10422149009922657,1.079007838146261e-15,-0.5773911196505729,0.0,-0.07214113227859097,0.019076414774850052,0.0,-8.881784197001252e-16,0.6663122006960777,-0.07817936142228465,1.836073025613631,4.23660468100777,-1.0798299260448847,-0.7911547280085163,0.0,-0.37616982933568066,-0.2557122869531422,0.47739239252191434,-0.09721447126886193,-0.43910827830299903,-0.1514782534936993,-0.11753263149001762,-1.8426072157926072,-0.12754945160812808,-0.034444428901695356,-0.32754009194570005,-0.8306256264332151,1.0356260766350465,-0.05045994198179018,-0.24012462297291043,0.18985593015772512,-0.05792643000631365,-0.4083560578237218,-0.18722115269856227,0.8759442516120266,-0.3855961014235417,-0.09049015752314525,-0.36080572007590944,0.3085206182843131,-0.545243225953816,1.6764651211821204,1.1938878152961163,1.5296029631276287,1.1668923695177613,-0.8930288551497739,-0.19025305891013564,-0.1874451156833293,-0.10197285186687238,-0.4254324427055229,0.02761391781243325,-0.8807808853563653,0.7046975204497462,-0.1382536168747019,-0.7140581927915497,-0.24507416793262285,-0.2772558024689669,0.8571754175923452,-0.14188292181744216,Moderado
-1.3828707242035434,-0.3180637815649426,-0.16270222388308767,-0.22133725763711706,-0.8460954708276314,-0.3595674191537944,-0.7790582975388406,-0.6332463896000772,0.3679657024700489,-0.06593687237579343,1.079007838146261e-15,0.5003128444814409,0.0,-0.060592463567186686,-0.14934694545690108,0.0,-8.881784197001252e-16,1.7707548512716935,3.3600097507948314,0.7070390390707147,0.06049538577058178,-0.9917399521196983,-0.7801293048170127,0.0,-0.26938968713158845,0.5910171400440173,0.5083676158359328,-0.5090257731716802,-0.43910827830299903,0.8832178394883645,-0.13864818518744076,-0.8251708025784618,-0.42264847313203663,-0.034444428901695356,-0.001580116968240056,-0.4967893136971837,0.7879943806821286,-0.05045994198179018,-2.096184552316843,0.4263141474145733,1.7087354337663654,-0.34346343830367226,-0.18722115269856227,-1.1104742528747518,-0.3253031148570048,-0.09049015752314525,-0.6431664991545182,-0.13414181458133886,-0.9082322799502618,-0.6374808806248513,-0.12776890801338706,0.5388577397038947,-0.5211290041208113,0.5401506555577844,-0.19025305891013564,-0.16608968805691657,-0.10197285186687238,-0.4254324427055229,0.02761391781243325,0.238861509234102,1.3967097614493387,0.4538815969028895,0.8125237854229764,-0.24507416793262285,-0.2772558024689669,1.282790146178443,-0.331772388448113,Leve
0.1709600707677454,-0.5382838774102291,-0.4289586399621078,-0.22133725763711706,-0.49632279181407124,-0.4034611877747806,-0.35633880214587116,-0.6332463896000772,0.3679657024700489,-0.4198676043796551,1.1280540981732226,-0.3073302629110692,0.0,-0.15553533808000594,-0.14934694545690108,0.0,-8.881784197001252e-16,4.375553160139951,-0.3147585321592008,0.24847110836684655,-0.4998382415953218,-0.8507758701962134,-0.6930945211691392,0.0,-0.24882151279547587,-0.2557122869531422,0.6400797895274011,-0.5090257731716802,1.3416292523008748,-0.24965300648664118,-0.14551369798839336,-0.6393805451397345,0.5379289548817857,0.8537666153230307,0.423025639731512,0.14862755770509128,0.30923976834305006,0.8375514593540735,1.5244918438821153,0.2408726004398432,0.9029397286933527,-0.687742675357413,-0.18722115269856227,-0.9820779336258494,-0.3941676996347554,-0.09049015752314525,-0.09319888834212545,-0.20789319634069384,-1.1939621132861769,-0.6374808806248513,-1.2285460147987806,-0.659246739008049,-0.5211290041208113,-0.17010730176051492,-0.19025305891013564,-0.786129444795814,-0.10197285186687238,0.8643877435205177,-0.6949596383059817,-0.3232378686920698,-0.04760622766342525,1.0462605030583774,0.6085782108689243,-0.24507416793262285,0.1836761982034084,1.2939439810584097,-0.34126686177964655,Leve
0.560479138580566,-0.5172780053456677,-0.45425905110082543,-0.22133725763711706,0.1347278469942359,-0.3213565774260727,-0.25883232169811043,-0.6332463896000772,0.3679657024700489,-0.4198676043796551,-0.92913124278603,1.1271895311214986,0.0,-0.15703445659968507,-0.14934694545690108,0.0,-8.881784197001252e-16,2.794231596323148,-0.5411822743688259,0.576917334601961,-0.21648188911451524,-0.7133636971116502,-0.6736216926543622,0.0,-0.24882151279547587,-0.2557122869531422,0.758278668468301,1.0099503404042889,-0.43910827830299903,0.20822562164580935,-0.15745362432224588,0.3861476903621008,-0.3599826572756839,-0.5247271245410231,-0.08245740385083251,-0.014581306501569842,0.43030415319458004,-0.05045994198179018,1.6037767284704134,0.13519085919777918,1.6175250801993564,-0.877017428333825,-0.18722115269856227,-1.125166368997089,-0.3786994299776852,-0.09049015752314525,-0.013727085670316917,-0.25594940164785535,-1.1903324553303054,0.9349902844782488,-0.07518675938695185,-0.3550330499933783,-0.5211290041208113,-0.4264212967481043,-0.19025305891013564,-0.18052093253666956,-0.10197285186687238,-0.4254324427055229,0.02761391781243325,-0.8807808853563653,0.21147895392740812,-0.1813002782335112,-0.08486386369274905,-0.24507416793262285,0.5300007850128057,1.1360326833379626,-0.34126686177964655,Moderado
-0.13068364102682958,-0.5738480469845098,1.9445084036556919,-0.23907306958398725,-0.07243549701210715,-0.10243726561665557,-1.9612586237280185,-0.6332463896000772,-0.04880063335298709,-0.40278207681108086,1.079007838146261e-15,-0.5379464060480607,0.0,-0.2747015096967458,0.019076414774850052,0.0,-8.881784197001252e-16,-1.18473328866834,-1.030904910054034,-0.9536714621586565,-0.4998382415953218,-1.1785497699800602,-1.1842549095216293,0.0,-0.29130126077467855,-0.2557122869531422,-0.809876337561048,-0.09721447126886193,-0.43910827830299903,-0.700324799469192,1.30755237691646,-2.4372585760264425,1.6641231803397136,-0.034444428901695356,-1.7000031437672485,2.841573813626409,-1.688322579119447,-0.05045994198179018,-0.24012462297291043,0.4263141474145733,-1.094125743103457,-1.5831709878428397,-0.18722115269856227,0.6029451443087606,-0.08099432839441303,-0.09049015752314525,-0.4017689601814102,0.1049717753415261,0.08900268748716858,-0.6374808806248513,-1.2285460147987806,-1.1930556651884419,-0.5211290041208113,-0.8930288551497739,-0.19025305891013564,-0.786129444795814,-0.10197285186687238,-0.4254324427055229,0.02761391781243325,-0.8807808853563653,-1.4802146334541786,-0.7455190223449237,1.199737032265846,-0.24507416793262285,-0.2772558024689669,-0.9581589325374013,0.20941259144929888,Moderado
-4.275071419877997,0.045420128919885235,1.4722105720589194,-0.23907306958398725,0.5235841988702088,-0.8326630379929337,-0.38621860898881244,-0.6332463896000772,0.3679657024700489,-0.4198676043796551,1.079007838146261e-15,-0.1749110146176023,0.0,-0.2392811008342492,-0.14934694545690108,0.0,-8.881784197001252e-16,0.046388783552705246,2.373971444430211,-0.4965416117941893,-0.4998382415953218,-1.0400138475774972,-0.6095434399425509,0.0,0.020385476375303194,-0.2557122869531422,-0.008910605188152254,-0.5090257731716802,-0.43910827830299903,0.5564093151558552,1.2636262402181562,-2.320954403907589,1.6641231803397136,-0.034444428901695356,0.18713355267609422,-0.8306256264332151,-1.688322579119447,-0.05045994198179018,-0.8923301552922208,0.4263141474145733,-0.3624807566559864,-1.258881264699713,18.24098466299232,-0.4840558467891975,-0.2620556625240496,-0.09049015752314525,-0.469191929484324,-0.39907331652615285,-1.2817986490471576,-0.6374808806248513,-1.2285460147987806,-1.1930556651884419,-0.5211290041208113,-0.8930288551497739,-0.19025305891013564,-0.786129444795814,-0.10197285186687238,-0.4254324427055229,0.02761391781243325,-0.8807808853563653,1.5068569079225371,4.235766495428366,-0.47904433910795013,-0.24507416793262285,-0.2772558024689669,-0.9581589325374013,0.6651473113629089,Leve
